N,P,K,temperature,humidity,ph,rainfall,label
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize
66,44,20,19.0781471,69.02298571,6.740000688,80.72515943,maize
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize
79,45,20,23.80546189,59.24537979,5.715208817,89.9622014,maize
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize
81,45,23,19.32666088,68.034493,6.192360003,84.22969177,maize
73,45,21,24.60532218,73.58868502,6.636803223,96.59195302,maize
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize
76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,maize
77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize
63,42,21,23.26237612,72.33125523,5.798423908,67.10225139,maize
99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,maize
90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,maize
68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize
60,57,24,18.66116213,61.55327249,6.121294041,75.03247667,maize
71,52,18,25.10787449,55.97732754,5.790770203,78.16077693,maize
61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,maize
88,38,15,25.08239719,65.92195844,6.455116637,62.49190812,maize
65,60,22,25.36768364,72.52054555,6.606984086,107.9124111,maize
78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize
78,58,15,25.00933355,67.816568,6.528631266,62.91359494,maize
92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize
79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize
91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,maize
76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize
87,48,25,18.65396672,61.37879671,6.656730008,93.62039175,maize
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize
90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize
67,35,22,23.30546753,63.24648023,6.385684214,108.7603001,maize
60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,maize
83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,maize
83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,maize
77.62162706,49.35417568,18.57300497,20.06140528,67.24108299,5.900895541,84.69009236,maize
72.42997729,48.25870447,18.05249302,25.2086732,69.24444283,6.584075641,96.48606894,maize
79.4410859,46.18207923,17.85912047,22.8218256,70.76292823,6.456965148,78.30873913,maize
77.75257339,57.27264798,20.90327289,22.17790133,57.81695516,6.299897466,67.08415487,maize
71.37651547,44.62685504,18.43747118,21.04311828,67.85927611,6.203734139,70.25231362,maize
70.81594466,48.61674006,16.35525802,22.50267414,57.81917764,6.230656897,94.47218341,maize
87.58655539,47.71553188,17.96273591,25.3772882,62.24661891,6.255411963,98.52634447,maize
84.74175892,57.02919725,20.2767969,24.2726064,64.00668058,6.020335316,90.20769047,maize
86.84206473,48.59970432,17.37833837,20.91876839,63.16512138,6.119540997,66.37447895,maize
75.60363158,54.40113022,24.75778495,24.44068297,64.64744204,5.881840231,97.31901106,maize
73.8858544,47.22743153,21.71694785,21.70594347,72.57101743,6.222544581,93.94585654,maize
87.98327368,48.66355873,18.70052826,24.62406557,66.95512985,6.352190674,76.41298259,maize
67.31830968,45.58131771,16.72615473,24.11346476,62.4821954,6.645526949,69.1312378,maize
82.88236124,47.34448015,16.54898731,20.69706991,64.21562137,6.302010501,93.47455525,maize
66.26085129,50.10893024,18.46751569,24.0114393,65.23372845,6.294868152,75.18601216,maize
67.537705,55.05732917,19.60835351,19.49938564,55.64248282,6.352526678,67.62537574,maize
70.59706825,48.32683205,19.73405222,24.2280481,70.24267111,6.482169765,98.7241713,maize
71.39429884,47.14100932,17.855542,24.3888963,63.5315974,6.130555926,86.39779848,maize
71.86150598,50.7247232,21.39040276,20.55217682,63.60514927,6.043622452,70.21933732,maize
84.41128577,52.30249162,20.65733752,20.2831951,68.30706262,5.959012566,98.52031478,maize
85.2017333,55.1455712,20.9906705,23.74187083,68.69724451,6.184880474,93.83574499,maize
89.79680684,48.3269621,15.0150172,19.39457013,69.84129743,5.815549246,85.05131192,maize
84.22793692,53.96159639,20.50897739,20.17048341,66.11794522,6.733099489,92.1889854,maize
72.23271161,46.87671569,20.05583488,19.19517795,59.90951701,5.848992651,90.01828292,maize
91.17799852,53.72828561,16.4586468,25.43794118,65.08907927,5.663859211,87.52846695,maize
76.14910797,43.36252012,18.09878477,24.21582895,65.97043595,6.22370002,86.4588143,maize
93.54394227,40.80344664,18.48077891,23.18876854,60.644815,6.276291816,92.89801213,maize
75.50504991,42.26063598,17.36896751,21.54593831,69.00142133,6.22021106,94.14811558,maize
76.58412406,50.28651951,21.56917926,21.31644264,63.66116466,5.709349695,83.81330276,maize
80.42527048,51.0165371,18.06115331,23.55023991,63.72715393,6.34847496,99.62113856,maize
82.8522348,41.40827485,22.94778879,21.51148527,67.0838922,6.229423676,76.36794595,maize
72.27922525,50.8623573,21.10021637,18.56125062,59.45458994,6.474077935,87.68678119,maize
75.53195727,49.79061046,23.99365025,20.20722184,66.39230003,6.356493224,74.94740132,maize
65.8707845,37.81408724,21.38821931,22.26841338,67.2974145,5.776318839,72.98068836,maize
65.23994354,50.68535782,20.14504944,22.72163415,63.48200902,6.39705283,86.67723255,maize
95.62216767,48.20455783,19.69959262,25.48828236,70.07266417,6.421770987,97.06575425,maize
85.94959341,52.09132601,19.69616678,20.6205136,66.31950093,5.933607696,70.96642624,maize
81.26125075,47.12766886,18.54911753,21.811614,59.66004441,6.506113862,104.1319596,maize
96.38610014,35.75021134,20.212942,22.15704565,74.63787979,6.241780821,81.90628194,maize
85.58913733,55.27862216,18.04506813,21.12574614,74.00168745,6.486793385,89.92937387,maize
94.29543086,51.19468823,18.27309267,22.09836417,68.14585153,6.602552342,85.95320194,maize
68.63565525,44.99836256,20.43215336,22.74355511,69.61398408,5.862253371,77.25078164,maize
82.5127824,51.08108363,17.91650931,21.63613477,63.55926013,6.186028958,83.96848861,maize
87.40089941,59.28521922,18.69469545,23.47160738,58.55983624,6.12513288,92.80407374,maize
73.62472686,43.41118838,22.16239258,22.47271882,72.37049853,6.623059736,104.7801413,maize
93.86801273,53.36920221,19.13837691,21.05561614,65.97716578,6.203290401,69.02995308,maize
70.80840449,54.17967458,16.02013199,24.23517605,65.22234871,6.255867624,77.67383218,maize
81.27057468,50.0597827,19.47247362,20.145712,56.38726247,6.725334266,98.97525397,maize
84.32234871,44.55605922,22.68298699,25.41810885,64.17345003,6.225688696,92.6104245,maize
65.48523815,47.90857885,18.00730533,20.8574847,60.5190807,6.454235249,85.92987849,maize
93.4233969,36.12412576,18.4765206,20.7777171,60.74433103,6.630936758,92.55117505,maize
82.16962052,41.45968284,22.65259645,22.41378195,59.37390038,6.392661605,77.43745607,maize
82.8892572,57.77402922,21.11038524,21.37825205,68.3838784,6.374430118,76.87853186,maize
60.2128717,44.61054694,17.31409135,18.52453129,67.91242159,6.169904159,77.48515219,maize
92.10245851,46.32913513,19.26293516,21.71540304,63.3990547,6.050685603,107.2865418,maize
89.74996055,44.76924207,21.0631133,20.66537393,64.29737294,5.880633001,99.7461596,maize
76.41391346,50.40084613,19.94452793,23.2466892,63.93580165,5.865909616,103.4432646,maize
85.45098037,51.18719435,21.11300254,21.18064981,57.70268912,6.062944561,100.2148753,maize
75.46307071,45.16303616,18.69818703,20.56291029,65.86975525,6.344600382,95.30538911,maize
65.51472866,36.4797789,16.22064679,22.27936885,61.5706392,6.254554084,95.07200588,maize
68.6393487,49.38900753,17.09637123,23.2318922,64.54952708,5.970270467,84.01894898,maize
73.15679875,57.94995963,22.28360519,18.72784321,64.43032373,6.052816112,82.02018413,maize
75.89456403,48.25669122,21.93444442,22.38249123,62.42184836,5.597918099,66.80054399,maize
78.87343162,38.80517812,21.11556871,24.83800714,71.02031161,5.837117646,84.00800556,maize
78.75573233,51.04443506,19.78324278,20.17594912,68.56978415,6.15043371,93.4181949,maize
81.35455141,50.06046007,20.11273306,20.82071245,60.91234025,6.468128738,99.89828511,maize
72.95599542,46.38288321,21.26036797,19.75380753,64.07214564,6.488825083,93.51356301,maize
83.08575514,45.04277239,19.03322229,22.62980146,72.14277132,6.601910608,90.35847964,maize
75.0363095,42.06189652,22.76746349,22.68436962,61.25864041,5.911180173,79.64429072,maize
86.25264689,46.99352785,19.60482968,24.11018689,64.73463026,6.804430574,93.50345045,maize
90.44833296,39.48623442,18.78095407,21.76381175,67.06388708,6.517969322,78.00029245,maize
62.46695543,50.23616438,17.81960002,22.63838128,61.11180896,6.614189836,84.28951701,maize
82.99697216,40.7114913,17.44850179,22.89257452,62.69143969,5.748857113,72.86653865,maize
82.73488279,42.35497049,21.5230803,22.96692097,69.03244128,6.088580931,94.70645169,maize
77.27952729,39.79061616,23.64125806,22.9415623,57.33525821,6.647729535,77.36547093,maize
83.8709246,44.6343121,19.70852537,22.70604541,65.17330644,6.08421158,87.10610789,maize
82.67184255,39.83813056,22.42712042,22.35762204,64.0684717,6.566874705,72.7320996,maize
73.91983738,48.43363616,17.46034207,19.51692658,63.04225148,5.660663071,103.2617735,maize
64.87990885,48.80211234,18.65682301,20.69590718,69.51481572,5.86921113,70.32968227,maize
96.23703875,42.49489046,20.56244294,21.84747097,70.91642492,6.056480726,75.20383954,maize
78.75865251,48.51731952,24.67467383,25.29263754,68.14941078,6.74230699,89.36222846,maize
76.27723038,47.59439997,19.224126,23.95582655,63.9212614,6.632116269,99.07597393,maize
70.06014485,52.02559937,22.73928318,20.23861632,63.18471787,6.127460298,89.5500022,maize
74.50014647,49.24492046,20.57255329,22.87287342,60.17872904,6.155083321,89.7731534,maize
61.89354789,58.70447402,18.50552381,21.46121545,64.28462566,6.39139346,99.71652695,maize
76.19658665,42.88543337,15.54620239,23.84556422,61.92831379,6.28539926,65.19116661,maize
69.55617406,59.00831184,20.8319745,24.50647377,67.15270489,6.581143007,98.9097726,maize
74.10788336,37.47746515,20.37112518,23.69414755,66.71058756,6.028965463,78.17677612,maize
66.66077054,56.35029132,16.35327106,24.12873154,62.47056632,6.150642269,64.09417966,maize
91.78166252,58.66203357,21.15359339,20.54048808,66.19715779,6.029628172,79.70556113,maize
71.47472731,56.69890276,18.71139012,22.06215841,68.20148993,6.398048251,93.30778809,maize
88.49790395,48.28450979,16.55422824,18.62616871,69.15632523,6.223337462,82.89590113,maize
76.90579775,46.61830688,19.83279108,25.10981846,69.56883029,5.914832978,86.57812225,maize
78.40498214,52.02216985,23.23824353,19.72056764,65.50154901,6.634922084,82.9644045,maize
71.45999732,52.37857158,20.90176355,25.39301474,64.71748048,6.364990236,85.4973529,maize
79.94643303,53.90525018,22.0686985,20.46412266,69.8614817,6.301833844,91.6542121,maize
67.20394328,37.19034393,21.61091171,21.955857,66.65465336,6.222418402,96.519479,maize
67.49817567,46.18206826,20.91806193,21.08592849,62.96157026,6.398603405,78.09502972,maize
72.10626881,56.67367852,21.42784271,21.91234763,64.81876333,6.376280567,74.31159105,maize
73.40569366,55.88816182,21.84892526,24.58947175,68.38608895,6.529060721,97.52366658,maize
78.88700704,50.6953536,18.33683073,22.54764924,63.89425252,5.924489777,77.85213704,maize
61.66852445,51.53195014,17.30260237,24.66080599,69.19623446,6.558405635,95.96702741,maize
76.19319622,45.60894602,16.88533853,22.04598046,68.58284731,6.540160464,68.23664407,maize
83.69334757,52.8719557,19.93648432,20.60357815,61.2306915,6.524788286,60.75084318,maize
63.4553067,42.15744249,17.87839722,20.4304115,66.65112475,6.370005282,70.42979987,maize
71.65518883,46.14427995,18.72379211,22.24384822,61.84081603,6.218375864,98.71486206,maize
87.52147329,41.47820292,17.61059083,24.3771648,65.12176191,6.120943252,96.17351642,maize
86.43546385,57.45773201,19.17858506,22.75622941,63.23852175,6.029999622,82.86865354,maize
79.29701056,44.97198279,19.63290318,22.20106526,65.07755178,6.130870129,71.94151141,maize
72.81070736,54.73740202,24.97829061,24.18054078,64.81074785,5.866589382,100.2796545,maize
73.0665381,49.99555764,20.4810919,21.99387286,68.96693504,6.211449699,79.39647266,maize
78.42902846,42.7830556,20.44444142,22.7230468,64.52179364,6.329986401,80.96866281,maize
73.26952235,50.41980319,17.24092297,23.32697477,63.05156631,6.646152486,76.04032305,maize
81.94766279,44.5750556,16.57437808,19.61204752,61.29695754,6.186577542,81.8242842,maize
72.16112561,49.93453708,20.32341477,24.56693299,61.42657955,6.178833607,79.2993103,maize
72.9799408,54.77723731,21.42677006,18.65872724,57.69180125,6.562721372,74.25371975,maize
71.42611984,54.03958935,19.68079018,23.93653612,67.03445869,6.395368822,88.90944965,maize
69.45438262,42.0055107,19.30963463,22.94883418,64.47109052,6.141068437,79.58232473,maize
76.72005791,51.99081925,19.8766259,22.34297175,64.35337008,6.362857716,77.05867104,maize
78.562461,54.48664125,21.35424894,20.36211876,67.67112596,5.894098086,86.5718101,maize
80.58202126,56.3253126,19.07426903,23.80628376,73.25401137,6.172175978,87.2684688,maize
89.54420521,48.84140047,17.80328893,18.57098211,67.3804777,5.748802443,85.1307641,maize
84.63771791,50.81147651,19.75725821,20.56960945,65.21374623,6.804026211,82.47168177,maize
81.35693328,48.61700353,19.36082233,21.29324095,61.19589578,5.911642598,85.77706338,maize
97.21060476,49.29915297,18.42799722,24.41041187,62.15646943,5.713213451,80.95009238,maize
69.89901597,49.67775261,17.96035631,24.01510867,65.43474624,6.314621947,89.36421249,maize
84.01947152,39.93245551,20.67087517,21.6412895,62.64465968,6.230822486,101.3522752,maize
79.10764679,43.8667579,15.77315102,23.2325444,69.70732639,6.071811781,98.73549524,maize
74.59133656,50.37134324,19.73734694,22.04441335,68.30973221,5.846201536,72.19874276,maize
82.04839129,48.99288128,17.76930991,25.48833196,65.49531177,6.301087348,93.37768123,maize
80.05599128,39.79634438,22.66014118,22.45157528,65.48725607,6.180769964,70.84556449,maize
63.83112022,48.62814897,20.17099514,18.85563138,56.22984942,6.289809846,81.03483287,maize
83.28337415,51.06324719,23.56882627,21.54202456,65.72216237,6.206216292,70.15513118,maize
67.90521579,39.9499691,20.99090154,21.64589775,63.30450925,5.938204708,77.56118809,maize
66.74578542,51.72267559,20.21369928,23.11966904,63.46017907,6.31848305,85.87860062,maize
87.69957991,46.29492654,18.92433289,24.33564503,71.60648389,6.204653748,99.64816803,maize
81.00986431,54.16624317,18.90545777,20.99197918,66.27928646,5.879582546,74.36742448,maize
83.28024695,53.82905981,20.47016129,22.52779789,60.1465811,6.396775059,101.8049973,maize
91.75080297,37.00031511,19.95732907,21.41175726,74.75494499,6.011857574,87.00361089,maize
78.00869016,55.95708157,18.55024803,20.20326918,73.40144755,6.14644181,85.6396063,maize
91.95656549,49.32417667,19.40025106,23.41684842,68.09345372,6.416503223,84.45826446,maize
63.99279983,45.6617197,20.89065991,23.79170603,67.77646117,6.033982955,84.55237061,maize
76.63045418,48.92274986,17.87961154,24.06668571,65.62421895,6.241503311,84.0360456,maize
84.47509389,53.39147649,18.57968467,24.98631884,59.17339052,6.047408123,87.41226524,maize
74.94405524,44.1822004,20.6456748,22.70790093,71.75783503,6.495803696,98.04970486,maize
93.39871787,49.64457721,20.96460688,21.76574378,67.54833172,6.284222788,72.91532161,maize
71.49597997,57.29512394,17.18217542,23.94133223,64.74065459,6.236466996,86.67378028,maize
77.43177961,52.99113531,19.91724256,22.20479492,60.33282682,6.52830629,102.1174668,maize
75.6234735,50.01488626,21.27391077,23.932347,64.73612324,6.314036616,98.80555225,maize
64.69444829,46.22861031,17.26134086,20.76213174,64.15098794,6.79734222,86.45280202,maize
92.79536647,38.36150736,17.45232153,21.91059619,61.48110829,6.569533325,80.7486661,maize
84.66109635,39.36083311,21.89190645,23.06960476,57.4107836,6.282683945,79.87063584,maize
83.56917605,58.51636742,22.38930583,20.9995289,66.17642472,6.110091671,76.65315474,maize
67.49840872,39.1333845,19.82428842,20.36530982,69.213001,6.449054972,84.24246601,maize
82.97420835,52.26732071,17.84622211,21.18182343,62.41564986,6.06337488,100.7838628,maize
91.87434813,38.17895777,19.76884007,19.99926448,64.54597226,6.069536283,97.86013165,maize
83.9372194,51.82547012,19.39516875,23.00238628,63.32575591,6.252381055,100.4057131,maize
82.35886936,55.10890072,21.25835853,21.7545404,61.28588226,6.072771867,86.35976735,maize
76.34665209,50.01810326,18.10029701,19.7305106,63.61711223,6.534612867,96.19403625,maize
67.67031647,38.46239837,18.61708494,23.25172289,61.09340646,5.956245181,86.38692496,maize
73.28738986,45.64006673,17.10973011,23.02382029,62.5517134,6.030443533,80.09693767,maize
77.96735672,53.22835977,23.33402136,20.01193606,65.55595336,6.116791498,85.14124879,maize
73.69405447,50.83693481,22.2833125,23.21295124,65.33735041,5.922132604,74.62904467,maize
79.51995145,38.44560976,21.84294241,24.21269644,69.28148625,6.134575133,75.89598325,maize
87.47699998,48.74564905,18.26593205,21.31002136,65.28657038,5.956901587,89.18231858,maize
80.39107255,50.16989409,20.50224692,20.95009728,59.99200108,6.700242236,100.9299815,maize
74.77049269,49.4254478,20.80431114,20.52647922,65.28759853,6.572245294,95.74179952,maize
77.10242719,45.2302151,19.99475257,22.96233703,69.20718748,6.313595557,82.65980565,maize
